Company:,Scotts ID:,Legal Name:,# of Employees:,Address:,Sales:,Square Footage:,Telephone:,Year Established:,Head Office:,Geocoded By:,Fax:,Web Site:,Census Division:,Executives:,NAICS:,Business Types:,Products:,Exporter (Y/N):,Location Address:
Page+Steele/IBI Group,18741521,Page+Steele/IBI Group Architects,120,55 St Clair Ave W,$25-50 Million,"1,200",416-924-9966,1926,,Address,416-596-0655,www.ibigroup.com,"Toronto Metropolitan Municipality, ON","Mr. Mansoor Kazerouni-VP
Mr. Keith Lusty-Spec Writer
Mr. Brian Sickle-VP",541310-Architectural Services,"Professional, Scientific & Technical Services","Architectural firm: comm, Architectural firm: residential",N,"55 St Clair Ave W3rd FloorToronto,ONM4V2Y7"
PAINTSTORE.CA,69771519,PAINTSTORE.CA,2,107 Baldwin St,N/A,,416-977-3502,1929,,Address,,www.paintstoretoronto.com,"Toronto Metropolitan Municipality, ON",Mr. Gary Zweig-Owner,"416340-Paint, Glass and Wallpaper Merchant Wholesalers
444120-Paint and Wallpaper Stores","Retail
Wholesaler","Paints: commercial, Paints: industrial, Paints: residential, Paints: retail",,"107 Baldwin StToronto,ONM5T1L5"
Pajama Press,111638864,Pajama Press,3,251-181 Carlaw Ave,$1-5 Million,,416-466-2222,2011,,Address,,www.pajamapress.ca,"Toronto Metropolitan Municipality, ON","Ms. Rebecca Buchanan-Art Dir
Ms. Ann Featherstone-Editor
Mr. Richard Jones-Pres
Ms. Gail Winskill-Pub",511130-Book Publishers,Information and Cultural Industries,"Books: children's, Publishing: book",Y,"251-181 Carlaw AveToronto,ONM4M2S1"
Pakistan Intl Airlines Corp.,19042423,Pakistan International Airlines Corp.,16,620-56 Aberfoyle Cres,$5-10 Million,"2,000",416-926-8747,1970,,Address,416-926-0507,www.piac.com.pk,"Toronto Metropolitan Municipality, ON","Mr. Muizz Ahmed-Country Mgr Cda
Ms. Jo-Anne Ondrus-Sls Mgr",481110-Scheduled Air Transportation,Transportation and Warehousing,"Passenger transportation services: air, Air cargo transportation services",N,620-56 Aberfoyle CresM8X2W4
Pal Insurance Services Limited,19057191,Pal Insurance Services Limited,13,1046 Yonge St,$1-5 Million,,416-969-9996,1985,,Address,416-962-1051,www.palltd.com,"Toronto Metropolitan Municipality, ON","Ms. Laureen George-Office Mgr
Mr. Joe Pal-Pres",524210-Insurance Agencies and Brokerages,Insurance,Insurance brokerage: life,N,"1046 Yonge StToronto,ONM4W2L1"
Palmer Reed,18775687,Palmer Reed,10,1550-439 University Ave,Under $1 Million,,416-599-9186,1986,,Address,,,"Toronto Metropolitan Municipality, ON","Mr. Thomas Masters-Partner
Mrs. Ann Palmer-Bentley-Partner
Ms. Katherine Prummel-Office Mgr",541212-Offices of Accountants,"Professional, Scientific & Technical Services",Accounting firm,N,"1550-439 University AveToronto,ONM5G1Y8"
Palmerston Avenue Junior PS,33427263,Palmerston Avenue Junior Public School,5,734 Palmerston Ave,N/A,,416-393-9305,,,Address,416-393-9303,palmerstonschool.org,"Toronto Metropolitan Municipality, ON","Elena Franca Arruda-Office Admin
Mr. Matthew Reid-Schl Prin
Ms. Caitland Ellis-V-Prin",611110-Elementary and Secondary Schools,Educational Services,School: elementary,,"734 Palmerston AveToronto,ONM6G2R4"
Palomino System Innovations,73139480,Palomino System Innovations Inc.,,545 King St W,N/A,,416-964-7333,2000,,Address,866-256-7866,www.palominosys.com,"Toronto Metropolitan Municipality, ON","Ms. Rachel Lapp-Ops Mgr
Mr. Markus Latzel-Pres/CEO
Mr. Ian Stewart-Dir-Client Serv",541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services","Computer software development, Web site development, Web site management services",N,"545 King St WToronto,ONM5V1M1"
Panorama Software Ltd.,93318783,Panorama Software Ltd.,10,100-164 Eglinton Ave E,N/A,,416-545-0990,1993,,Address,416-545-0877,www.panorama.com,"Toronto Metropolitan Municipality, ON","Mr. Ben Davidson-Dir-Mktg
Ms. Rony Ross-CTO",541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services",Computer software: business intelligence,N,"100-164 Eglinton Ave EToronto,ONM4P1G4"
Pantages Hotel Toronto Centre,113994650,Pantages Hotel Toronto Centre,100,200 Victoria St,$5-10 Million,,416-362-1777,2004,Silver Hotel Group100-5830 Campus RdMississaugaONL4V1G2,Address,416-214-5618,www.pantageshotel.com,"Toronto Metropolitan Municipality, ON","Ms. Jennifer Babbini-Dir-Sls
Ms. Jana Baca-Dir-Hum Res
Ms. Kevin Slean-Gen Mgr","531120-Lessors of Non-Residential Buildings (except Mini-Warehouses)
721111-Hotels
722410-Drinking Places (Alcoholic Beverages)
722320-Caterers","Accommodation and Food Services
Real Estate","Hotel operation: with restaurant, Rental: meeting & conference facilities, Bar, Caterer: weddings",N,"200 Victoria StToronto,ONM5B1V8"
Pantonium Inc.,110310873,Pantonium Inc.,10,1006-30 Wellington St E,N/A,,647-347-7533,2009,,Address,,www.pantonium.com,"Toronto Metropolitan Municipality, ON","Mr. Remi Desa-CEO
Mr. Khun Fung-CTO",541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services","Computer software: logistics, Computer software: transportation",N,"1006-30 Wellington St EToronto,ONM5E1S3"
Pape Avenue Junior PS,33425431,Pape Avenue Junior Public School,5,220 Langley Ave,N/A,,416-393-9470,,,Address,416-393-9472,schools.tdsb.on.ca/papeavenue,"Toronto Metropolitan Municipality, ON",Ms. Karen Jordan-Schl Prin,611110-Elementary and Secondary Schools,Educational Services,School: elementary,,"220 Langley AveToronto,ONM4K1B9"
Pape Barristers Professional,32437932,Pape Barristers Professional Corporation,11,PO Box 69,Under $1 Million,,416-364-8755,,,Address,416-364-8855,www.papebarristers.com,"Toronto Metropolitan Municipality, ON","Mr. Paul Pape-Partner
Mr. David Steinberg-Associate",541110-Offices of Lawyers,"Professional, Scientific & Technical Services",Legal firm: commercial litigation,N,1910-1 Queen St EM5C2W5
Paper Bag Records Inc.,68922709,Paper Bag Records Inc.,4,116-955 Queen St W,N/A,,416-260-1515,2002,,Address,,www.paperbagrecords.com,"Toronto Metropolitan Municipality, ON",Mr. Trevor Larocque-Dir,512210-Record Production,Information and Cultural Industries,Record production,N,"116-955 Queen St WToronto,ONM6J3X5"
Pappas Home Inspections,24323280,Homeworks/Pappas Home Inspections Inc.,2,334 Lee Ave,Under $1 Million,100,416-691-9900,1986,,Address,416-691-3296,www.homeworkshomeservices.com,"Toronto Metropolitan Municipality, ON","Mr. George Pappas/Papadimitriou-Pres
Mr. Ian Trumpour-Office Mgr",541350-Building Inspection Services,"Professional, Scientific & Technical Services","Inspection services: home, Inspection services: building",N,"334 Lee AveToronto,ONM4E2P8"
Papro Consulting Ltd.,84239526,Papro Consulting Ltd.,3,404-1131A A Leslie St,Under $1 Million,,416-264-2229,1995,,Address,416-264-7371,www.paproconsulting.com,"Toronto Metropolitan Municipality, ON",Mr. Steve Papadimitriou-Pres,"541330-Engineering Services
238350-Finish Carpentry Contractors
236220-Commercial and Institutional Building Construction
236110-Residential Building Construction","Construction
Professional, Scientific & Technical Services","Construction contractors: wine cellars, Wine cellar installation, Engineering services: design",N,"404-1131A A Leslie StToronto,ONM3C3L8"
Parachute Software,113647301,Parachute Software,3,708-42 Western Battery Rd,N/A,,905-531-9580,2004,,Address,,www.parachutesoftware.com,"Toronto Metropolitan Municipality, ON",Mr. David Linton-Partner,541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services","Computer software: web-based, Computer software: environmental management",N,"708-42 Western Battery RdToronto,ONM6K3P1"
Paracom Realty Corporation,19052828,Paracom Realty Corporation,8,601-1 Eglinton Ave E,Under $1 Million,,416-483-1553,1990,,Address,416-483-7657,www.paracom.ca,"Toronto Metropolitan Municipality, ON","Mr. Bernard Feinstein-Pres/Dir-Bus Dev/Broker of Record
Mr. Seymour Schwartz-Partner",531212-Offices of Real Estate Brokers,Real Estate,Real estate brokers: commercial,N,"601-1 Eglinton Ave EToronto,ONM4P3A1"
Paradies Lagardère,18754178,Paradies Lagardère,90,703-370 King St W,N/A,,416-863-6400,1903,,Address,416-863-6552,paradieslagardere.com,"Toronto Metropolitan Municipality, ON","Mr. Craig Liden-VP-Ops
Mr. Vadim Motlik-Chief Dev Officer
Mr. Gerry Savaria-Pres/CEO","453220-Gift, Novelty and Souvenir Stores
443146-Audio and Video Recordings Stores
451310-Book Stores and News Dealers",Retail,"Newsstands, Novelty shop, Book store, Music store, Souvenirs: retail",N,"703-370 King St WFloor 7Toronto,ONM5V1J9"
Paradigm Architecture/Dsgn,113781586,Paradigm Architecture and Design Inc.,9,2198 Gerrard St E,$1-5 Million,,416-686-3624,2008,,Address,416-686-5504,www.paradigm-ad.com,"Toronto Metropolitan Municipality, ON","Mr. Ian Hallett-Partner
Mr. Jim S'Ad-Partner",541310-Architectural Services,"Professional, Scientific & Technical Services",Architectural firm,N,"2198 Gerrard St EToronto,ONM4E2C7"
Paradigm Events Inc.,113994619,Paradigm Events Inc.,6,3112 Dundas St W,N/A,,416-760-0360,,,Address,,paradigmevents.com,"Toronto Metropolitan Municipality, ON",,"711322-Festivals without Facilities
561920-Convention and Trade Show Organizers","Arts, Entertainment and Recreation
Administrative and Support, Waste Management and Remediation Services","Event planning, Event management services",N,"3112 Dundas St WToronto,ONM6P2A1"
Paradigm Network Solutions,30814025,Paradigm Network Solutions Inc.,10,412-250 Consumers Rd,N/A,"2,400",416-490-9019,1992,,Address,,www.ittoronto.com,"Toronto Metropolitan Municipality, ON",Mr. Brad McMillan-Pres,541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services",Outsourcing services: IT,N,"412-250 Consumers RdToronto,ONM2J4V6"
Paradigm Public Relations Inc.,116685602,Paradigm Public Relations Inc.,25,520-121 Bloor St E,$1-5 Million,,416-203-2223,,,Address,,www.paradigmpr.ca,"Toronto Metropolitan Municipality, ON","Mr. Michael Abbass-Sr VP
Ms. Tracey Bochner-Pres
Ms. Tracey Bellissimo-Mktg Mgr","541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
541820-Public Relations Services
541619-Other Management Consulting Services","Professional, Scientific & Technical Services","Public relations firm, Media relations firm, Strategic planning consultants, Communications management service",N,"520-121 Bloor St EToronto,ONM4W3M5"
Paradigm Quest Inc.,116692351,Paradigm Quest Inc.,202,390 Bay St,$50-75 Million,,416-366-8606,2004,,Address,416-366-8607,www.paradigmquest.com,"Toronto Metropolitan Municipality, ON","Mr. John Bordignon-Exec VP-Strategic Dev
Ms. Kathy Gregory-Pres/CEO
Mr. Donald Zuill-CFO","522310-Mortgage and Non-mortgage Loan Brokers
523930-Investment Advice",Finance,"Mortgage brokers, Risk management",N,"390 Bay StFloor 18Toronto,ONM5H2Y2"
Paradise Developments,18474312,Paradise Developments,22,1 Herons Hill way,$1-5 Million,"1,000",905-940-2933,1970,,Address,905-940-2946,www.paradisedevelopments.com,"Toronto Metropolitan Municipality, ON","Mr. Ron Baruch-Exec VP
Mr. Eddie Weisz-Pres",236110-Residential Building Construction,Construction,Building contractors: residential,N,"1 Herons Hill wayMarkham,ONM2J0G2"
Paragon Consulting,19796343,Paragon Consulting,4,20 Bay St,Under $1 Million,,416-364-1515,1992,,Address,416-214-2043,,"Toronto Metropolitan Municipality, ON",Mr. John Anderson-Owner,561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services","Personnel recruiting service, Employment agency, Employment agency: technology professionals",N,"20 Bay StFloor 11Toronto,ONM5J2N8"
Paralegal Advice Ontario,120526366,Paralegal Advice Ontario,,625 Queen St E,N/A,,647-824-9742,2014,,Address,,www.paralegaladviceontario.com,"Toronto Metropolitan Municipality, ON",Mr. Mark Simpson-Mktg,541190-Other Legal Services,"Professional, Scientific & Technical Services",Paralegal service,N,"625 Queen St EToronto,ONM4M1G7"
Parallax Communications,120288170,Parallax Communications,,22A Glenfern Ave,N/A,,416-364-4332,1989,,Address,,www.parallax.ca,"Toronto Metropolitan Municipality, ON","Ms. Pamela Kostur-Partner
Mr. Paul LeBel-Partner","541611-Administrative Management and General Management Consulting Services
541430-Graphic Design Services","Professional, Scientific & Technical Services",Communications consultants,N,"22 A Glenfern AveToronto,ONM4E1B7"
Parallel Realty Inc.,115900491,Parallel Realty Inc.,6,205-14 Prince Arthur Ave,Under $1 Million,,416-971-7563,1994,,Address,416-971-9563,www.parallelrealty.com,"Toronto Metropolitan Municipality, ON","Mr. Julian Battiston-Sls Rep
Mr. Harry Henderson-Pres/Broker of Record
Mr. James McInnis-Sls Rep
Mr. David Whiting-Sls Rep","531212-Offices of Real Estate Brokers
541611-Administrative Management and General Management Consulting Services
531320-Offices of Real Estate Appraisers","Real Estate
Professional, Scientific & Technical Services","Real estate appraisers: comm, Business management consultants, Strategic management consultants, Real estate acquisition",N,"205-14 Prince Arthur AveToronto,ONM5R1A9"
Parama Lithuanian Credit Union,19059535,Parama Lithuanian Credit Union Ltd.,26,1573 Bloor St W,Under $1 Million,,416-532-1149,1954,,Address,416-532-5595,www.parama.ca,"Toronto Metropolitan Municipality, ON",Ms. Nijole Lewington-Ops Mgr,522130-Local Credit Unions,Finance,Credit union,N,"1573 Bloor St WToronto,ONM6P1A6"
Paramount Enterprises,115900501,Paramount Enterprises,5,712 Indian Rd,$1-5 Million,,416-453-4873,1980,,Address,,,"Toronto Metropolitan Municipality, ON",Mr. Stephen Axford-Owner,"236110-Residential Building Construction
238350-Finish Carpentry Contractors",Construction,"Renovation contractors: residential, Kitchen contractors, Bathroom contractors",N,"712 Indian RdToronto,ONM6P2E3"
Parasol Inc. - Automotive,18910986,Parasol Inc. - Automotive Industrial & Marine,1,252A A Broadway Ave,Under $1 Million,,416-486-4947,1990,,Address,416-486-3552,www.parasolinc.com,"Toronto Metropolitan Municipality, ON",Mr. Harjit Bijlani-CEO,"417920-Service Establishment Machinery, Equipment and Supplies Merchant Wholesalers
325510-Paint and Coating Manufacturing
419120-Wholesale Trade Agents and Brokers
417230-Industrial Machinery, Equipment and Supplies Merchant Wholesalers
418410-Chemical (except Agricultural) and Allied Product Merchant Wholesalers
417990-All Other Machinery, Equipment and Supplies Merchant Wholesalers
416340-Paint, Glass and Wallpaper Merchant Wholesalers
325999-All Other Miscellaneous Chemical Product Manufacturing
415290-Other New Motor Vehicle Parts and Accessories Merchant Wholesalers
325610-Soap and Cleaning Compound Manufacturing","Distributor
Wholesale Agents & Brokers
Manufacturer","Marine products, Industrial supplies, Automotive body shop supplies, Paints: automotive, Paints: vinyl based, Fillers: automotive, Polishes, Cleaners, Additives: paint, Cloths: microfibre, Sprayers, Brushes, Compressors: air",YExport Countries:Worldwide,"252A A Broadway AveToronto,ONM4P1V9"
ParaSport Ontario,35923003,ParaSport Ontario,3,104-3 Concorde Gate,Under $1 Million,,416-426-7187,1981,,Address,416-426-7361,www.parasportontario.ca,"Toronto Metropolitan Municipality, ON","Mr. Joe Millage-Chair
Mr. Alan Trivett-Exec Dir","813210-Grant-Making and Giving Services
813310-Social Advocacy Organizations
532290-Other Consumer Goods Rental
813410-Civic and Social Organizations","Services
Rental and Leasing Services","Charitable organizations, Sanctioning organization: sports, Rental: equipment, Association: disability, physical, Association: recreational programs (disabled only)",,104-3 Concorde GateM3C3N7
Parcel Design Inc.,109631108,Parcel Design Inc.,21,536 Eastern Ave,$1-5 Million,,416-504-1200,2004,,Address,416-504-1204,www.parceldesign.com,"Toronto Metropolitan Municipality, ON",Ms. Joanne Hurley-Studio Mgr,"541430-Graphic Design Services
541619-Other Management Consulting Services","Professional, Scientific & Technical Services","Graphic design services, Branding & visual identity services",N,"536 Eastern AveToronto,ONM4M1C7"
Parfums Christian Dior Canada,20057908,Parfums Christian Dior Canada Inc.,28,2002-365 Bloor St E,$50-75 Million,,416-963-6552,1947,,Address,416-929-3467,,"Toronto Metropolitan Municipality, ON",,"414520-Toiletries, Cosmetics and Sundries Merchant Wholesalers",Manufacturer's Sales Office,"Perfumes, Cosmetics, Health care products",N,"2002-365 Bloor St EToronto,ONM4W3L4Parent Company:Christian DiorFrance"
Pariscribe Inc.,115550973,Pariscribe Inc.,,25 Saywell Ave,N/A,,,,,Address,888-716-2011,www.pariscribe.com,"Toronto Metropolitan Municipality, ON",Mr. Manny Abraham-Pres,541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services","Network infrastructure implementation & support, Computer software: billing",N,"25 Saywell AveNorth York,ONM3J0G2"
